identifier,close_time,author_association,comment_association,category,information_element,modification_type,merged,modified,repo,Reason_for_not_following
nodejs/node#47339,442714,MEMBER,CONTRIBUTOR,Implementation,Add release notes,Add,1,0,nodejs/node,No explanation given
flutter/flutter#87801,1679924,MEMBER,CONTRIBUTOR,Implementation,Add technical details,Add,1,1,flutter/flutter,
tensorflow/tensorflow#55332,1809698,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add function summary,Add,1,1,tensorflow/tensorflow,
facebook/react-native#15252,11341914,NONE,CONTRIBUTOR,Motivation,Add motivation,Add,0,0,facebook/react-native,No explanation given
tensorflow/tensorflow#50884,19356451,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add function summary,Add,0,1,tensorflow/tensorflow,
flutter/flutter#27345,5317399,CONTRIBUTOR,CONTRIBUTOR,Quality,Update test,Update,0,1,flutter/flutter,
facebook/react-native#12369,6259837,NONE,CONTRIBUTOR,Quality,Add test,Add,0,0,facebook/react-native,No explanation given
facebook/react-native#12369,6259837,NONE,CONTRIBUTOR,Motivation,Add motivation,Add,0,0,facebook/react-native,No explanation given
tensorflow/tensorflow#43545,3617705,CONTRIBUTOR,MEMBER,Implementation,Update technical details,Update,1,1,tensorflow/tensorflow,
nodejs/node#32131,4324292,MEMBER,MEMBER,Problem,Add related issue,Add,0,1,nodejs/node,
electron/electron#12954,63549,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add function summary,Add,1,1,electron/electron,
electron/electron#12954,63549,CONTRIBUTOR,CONTRIBUTOR,Motivation,Add motivation,Add,1,1,electron/electron,
microsoft/vscode#53931,527432,CONTRIBUTOR,NONE,Implementation,Update function summary,Update,1,1,microsoft/vscode,
flutter/flutter#102856,395,MEMBER,MEMBER,Motivation,Add motivation,Add,1,0,flutter/flutter,Problem is resolved in subsequent comments
kubernetes/kubernetes#77463,146446,NONE,CONTRIBUTOR,Implementation,Add trade-off,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#104832,4210087,CONTRIBUTOR,CONTRIBUTOR,Problem,Add problem statement,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#104832,4210087,CONTRIBUTOR,CONTRIBUTOR,Implementation,Update trade-off,Update,1,0,kubernetes/kubernetes,Suggestion is incorrect
kubernetes/kubernetes#104832,4210087,CONTRIBUTOR,CONTRIBUTOR,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#32363,6333,CONTRIBUTOR,MEMBER,Implementation,Add trade-off,Add,1,0,kubernetes/kubernetes,Suggestion is posted after PR closure
kubernetes/kubernetes#29240,203127,CONTRIBUTOR,MEMBER,Implementation,Add function summary,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#29240,203127,CONTRIBUTOR,MEMBER,Motivation,Add motivation,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#88041,1197753,MEMBER,MEMBER,Implementation,Update release notes,Update,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#49457,3556983,MEMBER,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#96834,1833053,MEMBER,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#60959,9428,MEMBER,MEMBER,Problem,Add problem statement,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#86139,90208130,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add effect,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#13901,13994501,MEMBER,CONTRIBUTOR,Problem,Update related issue,Update,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#53449,471816,CONTRIBUTOR,CONTRIBUTOR,Motivation,Add motivation,Add,1,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#22355,217,CONTRIBUTOR,MEMBER,Problem,Add problem statement,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#113556,3887015,MEMBER,MEMBER,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#33080,4383432,MEMBER,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#112950,332609,MEMBER,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#99424,5342875,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#40312,264704,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#95069,1572418,CONTRIBUTOR,MEMBER,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#55172,199907,CONTRIBUTOR,MEMBER,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#6195,694031,NONE,MEMBER,Problem,Add related issue,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#98829,3307839,MEMBER,MEMBER,Implementation,Add function summary,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#98829,3307839,MEMBER,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#98772,678714,CONTRIBUTOR,MEMBER,Implementation,Add function summary,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#109111,8696668,MEMBER,CONTRIBUTOR,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#53328,705577,NONE,MEMBER,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#112373,4533871,CONTRIBUTOR,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#113232,13301874,NONE,CONTRIBUTOR,Motivation,Add motivation,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#39656,816754,CONTRIBUTOR,NONE,Miscellaneous,Add follow-up work,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#102901,564865,MEMBER,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#56911,840454,MEMBER,CONTRIBUTOR,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#102147,111978,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#105347,3811319,CONTRIBUTOR,CONTRIBUTOR,Motivation,Add motivation,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#105347,3811319,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#94125,1605223,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,0,kubernetes/kubernetes,Suggestion is incorrect
kubernetes/kubernetes#96806,3744281,CONTRIBUTOR,MEMBER,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#10753,1563469,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,1,0,kubernetes/kubernetes,Suggestion is incorrect
kubernetes/kubernetes#69209,2395655,MEMBER,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#112988,271252,CONTRIBUTOR,MEMBER,Implementation,Update function summary,Update,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#99999,587131,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#71922,1832236,CONTRIBUTOR,MEMBER,Miscellaneous,Format change,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#115453,33805,CONTRIBUTOR,MEMBER,Quality,Add test,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#41410,83181,MEMBER,CONTRIBUTOR,Motivation,Add motivation,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#102158,80424,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#31652,5206718,MEMBER,CONTRIBUTOR,Implementation,Add effect,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#77623,2816173,MEMBER,MEMBER,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#32351,60191,MEMBER,MEMBER,Implementation,Add trade-off,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#15645,4162589,CONTRIBUTOR,MEMBER,Motivation,Add motivation,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#115019,9162574,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#52616,24066134,MEMBER,MEMBER,Problem,Update problem statement,Update,0,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#115149,4315065,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#45492,1527395,NONE,CONTRIBUTOR,Problem,Update problem statement,Update,1,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#40674,64434866,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add function summary,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#39852,2721478,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#40206,2507236,MEMBER,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#90365,3115092,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#36245,5234807,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#96656,13267713,MEMBER,CONTRIBUTOR,Motivation,Add motivation,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#53031,2053637,MEMBER,MEMBER,Motivation,Add motivation,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#111339,7533786,MEMBER,CONTRIBUTOR,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#111339,7533786,MEMBER,CONTRIBUTOR,Motivation,Add motivation,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#78280,4140269,NONE,NONE,Problem,Add related issue,Add,1,0,kubernetes/kubernetes,Suggestion is incorrect
kubernetes/kubernetes#110191,1192938,MEMBER,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#45952,489461,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#107028,67863,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#47421,8630170,NONE,CONTRIBUTOR,Implementation,Add release notes,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#116968,9677718,CONTRIBUTOR,CONTRIBUTOR,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#98096,884149,CONTRIBUTOR,MEMBER,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#32378,116002,MEMBER,MEMBER,Implementation,Add trade-off,Add,1,0,kubernetes/kubernetes,Suggestion is posted after PR closure
kubernetes/kubernetes#112914,2717937,CONTRIBUTOR,CONTRIBUTOR,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#73323,2186873,CONTRIBUTOR,NONE,Miscellaneous,Format change,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#73323,2186873,CONTRIBUTOR,NONE,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#42576,16430053,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#63413,26780181,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add technical details,Add,0,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#36603,346800,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#63453,2656851,CONTRIBUTOR,MEMBER,Implementation,Add function summary,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#63453,2656851,CONTRIBUTOR,MEMBER,Motivation,Add motivation,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#23267,11791730,CONTRIBUTOR,MEMBER,Implementation,Add function summary,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#47436,31861087,NONE,MEMBER,Problem,Add related issue,Add,0,0,kubernetes/kubernetes,Suggestion is incorrect
kubernetes/kubernetes#98311,588699,MEMBER,CONTRIBUTOR,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#108410,154097,CONTRIBUTOR,MEMBER,Miscellaneous,Format change,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#103508,277673,CONTRIBUTOR,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#6959,46057,CONTRIBUTOR,MEMBER,Motivation,Add motivation,Add,1,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#2142,4871,MEMBER,MEMBER,Implementation,Update function summary,Update,1,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#54355,6735339,MEMBER,CONTRIBUTOR,Implementation,Update function summary,Update,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#32194,10670,MEMBER,MEMBER,Implementation,Add trade-off,Add,1,0,kubernetes/kubernetes,Suggestion is posted after PR closure
kubernetes/kubernetes#98847,3160109,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#115318,10427518,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#113160,1674947,MEMBER,MEMBER,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#93702,2434526,CONTRIBUTOR,MEMBER,Miscellaneous,Format change,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#93702,2434526,CONTRIBUTOR,MEMBER,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#113503,539589,MEMBER,MEMBER,Motivation,Add motivation,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#77314,454187,CONTRIBUTOR,CONTRIBUTOR,Problem,Add problem statement,Add,1,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#22772,88552,NONE,MEMBER,Problem,Add related issue,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#36050,3240265,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#88866,10107376,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#110747,11463114,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,0,kubernetes/kubernetes,Suggestion is incorrect
kubernetes/kubernetes#43545,1714681,NONE,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#99519,4839881,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#115749,777223,CONTRIBUTOR,MEMBER,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#83498,1012094,CONTRIBUTOR,CONTRIBUTOR,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#110294,1280848,CONTRIBUTOR,MEMBER,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#32182,51402,CONTRIBUTOR,MEMBER,Implementation,Add trade-off,Add,1,0,kubernetes/kubernetes,Suggestion is posted after PR closure
kubernetes/kubernetes#87863,91658603,NONE,MEMBER,Problem,Add related issue,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#32515,7166,CONTRIBUTOR,MEMBER,Implementation,Add trade-off,Add,1,0,kubernetes/kubernetes,Suggestion is posted after PR closure
kubernetes/kubernetes#113916,9683249,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#54215,1950548,CONTRIBUTOR,NONE,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#35805,4596344,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#42546,34009585,NONE,MEMBER,Problem,Add related issue,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#4780,1122556,CONTRIBUTOR,MEMBER,Implementation,Update function summary,Update,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#57578,12440240,MEMBER,MEMBER,Implementation,Update release notes,Update,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#32275,11599,MEMBER,MEMBER,Implementation,Add trade-off,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#73202,76688,MEMBER,MEMBER,Implementation,Add function summary,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#104101,135082,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#115363,1732767,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#23756,1139230,CONTRIBUTOR,MEMBER,Implementation,Update function summary,Update,1,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#110937,1899068,MEMBER,CONTRIBUTOR,Motivation,Add motivation,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#110937,1899068,MEMBER,CONTRIBUTOR,Problem,Add related issue,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#115471,321111,NONE,CONTRIBUTOR,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#49142,4020583,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#105935,1366674,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#101960,1230459,MEMBER,MEMBER,Problem,Add related issue,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#61592,21515296,CONTRIBUTOR,CONTRIBUTOR,Problem,Add related issue,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#47579,718680,MEMBER,MEMBER,Problem,Update related issue,Update,1,0,kubernetes/kubernetes,Suggestion is incorrect
kubernetes/kubernetes#54144,102444,MEMBER,MEMBER,Implementation,Add release notes,Add,0,0,kubernetes/kubernetes,Suggestion is posted after PR closure
kubernetes/kubernetes#98262,11288370,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#77751,414810,CONTRIBUTOR,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#115399,6163143,CONTRIBUTOR,CONTRIBUTOR,Motivation,Add motivation,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#111634,18973059,CONTRIBUTOR,MEMBER,Problem,Update related issue,Update,1,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#35806,683059,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#36492,397208,MEMBER,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#55728,1130301,MEMBER,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#110193,16207339,NONE,MEMBER,Problem,Update related issue,Update,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#106553,1027324,MEMBER,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#82100,1122671,MEMBER,MEMBER,Implementation,Update category of pull request,Update,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#102275,1444191,CONTRIBUTOR,MEMBER,Problem,Update related issue,Update,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#44950,1615039,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#55026,2266202,CONTRIBUTOR,MEMBER,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#89870,770031,CONTRIBUTOR,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#31828,770282,NONE,MEMBER,Implementation,Add trade-off,Add,1,0,kubernetes/kubernetes,Suggestion is posted after PR closure
kubernetes/kubernetes#29284,586363,CONTRIBUTOR,CONTRIBUTOR,Motivation,Add motivation,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#67403,19898376,NONE,MEMBER,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#69878,1948621,CONTRIBUTOR,MEMBER,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#99195,495637,MEMBER,MEMBER,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#85412,1276219,MEMBER,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#89251,2164631,MEMBER,CONTRIBUTOR,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#111620,172614,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,1,0,kubernetes/kubernetes,Suggestion is incorrect
kubernetes/kubernetes#64930,6980046,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#46743,657086,MEMBER,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#55218,5086302,NONE,CONTRIBUTOR,Implementation,Add effect,Add,1,0,kubernetes/kubernetes,Problem is resolved in subsequent comments
kubernetes/kubernetes#51660,805143,MEMBER,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#75547,1116736,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#84335,1771981,MEMBER,MEMBER,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#87455,302064,MEMBER,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#105159,229082,MEMBER,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#34700,868523,CONTRIBUTOR,MEMBER,Implementation,Add effect,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#100540,21539,MEMBER,MEMBER,Problem,Add problem statement,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#102354,4695901,MEMBER,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#61130,1295443,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#8740,440953,MEMBER,MEMBER,Implementation,Add release notes,Add,1,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#91145,1071456,MEMBER,MEMBER,Implementation,Update release notes,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#113422,420637,MEMBER,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#80024,732483,MEMBER,MEMBER,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#80176,612817,CONTRIBUTOR,CONTRIBUTOR,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#96828,39970901,CONTRIBUTOR,MEMBER,Implementation,Update function summary,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#88615,349841,MEMBER,MEMBER,Motivation,Add motivation,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#57262,1010958,MEMBER,MEMBER,Implementation,Add release notes,Add,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#113161,17991794,MEMBER,MEMBER,Implementation,Update release notes,Update,0,0,kubernetes/kubernetes,No explanation given
kubernetes/kubernetes#96907,318792,MEMBER,MEMBER,Problem,Update related issue,Update,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#89883,21101168,NONE,CONTRIBUTOR,Implementation,Add release notes,Add,0,1,kubernetes/kubernetes,
kubernetes/kubernetes#57194,4737819,CONTRIBUTOR,MEMBER,Problem,Add related issue,Add,1,1,kubernetes/kubernetes,
kubernetes/kubernetes#67778,6020747,MEMBER,NONE,Implementation,Add release notes,Add,1,1,kubernetes/kubernetes,
