identifier,close_time,merged,edited,repo,repo_age,repo_commits,experience,open_tasks,pull_lines,pull_desc_len
flutter/flutter#19569,7966,1,1,flutter/flutter,1366,11357,47,83,2,0
flutter/flutter#14610,392540,1,1,flutter/flutter,1206,10072,88,32,433,32
flutter/flutter#14610,392540,1,1,flutter/flutter,1206,10072,88,32,433,32
tensorflow/tensorflow#31238,41037,1,1,tensorflow/tensorflow,1364,64056,12,279,4,0
facebook/react-native#24331,5113174,0,1,facebook/react-native,1528,16381,0,45,2,84
tensorflow/tensorflow#50962,3984078,1,1,tensorflow/tensorflow,2089,114976,63,173,113,45
nodejs/node#10045,11179,0,0,nodejs/node,2846,15469,0,487,4,18
tensorflow/tensorflow#10388,389807,0,0,tensorflow/tensorflow,574,18236,10,96,13,0
tensorflow/tensorflow#51469,3539260,0,0,tensorflow/tensorflow,2106,116113,4,152,248,62
tensorflow/tensorflow#43611,17768049,0,1,tensorflow/tensorflow,1788,96541,3,191,157,50
nodejs/node#6413,10773848,0,0,nodejs/node,2628,13781,101,220,37,65
flutter/flutter#51382,618505,0,1,flutter/flutter,1951,17718,333,118,24,8
twbs/bootstrap#38128,687051,0,1,twbs/bootstrap,4325,22256,0,107,2,346
flutter/flutter#37169,13679394,0,0,flutter/flutter,1740,15053,0,120,23,397
facebook/react-native#24347,63926,0,1,facebook/react-native,1530,16385,0,47,4,176
facebook/react-native#24347,63926,0,1,facebook/react-native,1530,16385,0,47,4,176
facebook/react#9147,2220024,0,0,facebook/react,1381,8319,210,109,55817,48
facebook/react-native#4061,237897,1,0,facebook/react-native,286,3743,4,174,5,2
electron/electron#17121,157796,1,1,electron/electron,2175,21310,413,91,79,155
electron/electron#33265,174892,1,1,electron/electron,3287,26067,0,119,2,98
facebook/react#23000,103551,0,0,facebook/react,3127,14695,2,250,417,384
facebook/react#23000,103551,0,0,facebook/react,3127,14695,2,250,417,384
flutter/flutter#74665,7282,1,1,flutter/flutter,2287,22302,77,176,56,0
facebook/react-native#23804,518132,0,1,facebook/react-native,1498,16066,0,67,56,335
nodejs/node#38575,2140616,0,0,nodejs/node,4463,33677,776,247,318,75
nodejs/node#19896,5316228,0,0,nodejs/node,3340,21800,1,164,6,126
electron/electron#18133,15664510,0,0,electron/electron,2242,21716,0,65,47,219
electron/electron#18133,15664510,0,0,electron/electron,2242,21716,0,65,47,219
electron/electron#18133,15664510,0,0,electron/electron,2242,21716,0,65,47,219
electron/electron#33288,504667,1,1,electron/electron,3290,26074,1266,121,18,301
flutter/flutter#19931,225697,1,1,flutter/flutter,1374,11437,8,84,2,0
electron/electron#14377,2785831,1,1,electron/electron,1995,19925,107,42,121,69
tensorflow/tensorflow#1338,63223,0,0,tensorflow/tensorflow,116,2110,0,42,0,18
electron/electron#34804,49127,0,0,electron/electron,3396,26511,0,88,4,205
facebook/react-native#10948,919529,0,1,facebook/react-native,656,8460,2,136,2,70
golang/go#36076,16917,0,1,golang/go,17311,42390,0,132,3,67
tensorflow/tensorflow#23186,2961841,0,0,tensorflow/tensorflow,1082,42613,3,248,153,0
flutter/flutter#79953,2872,1,1,flutter/flutter,2358,23495,194,173,2,152
electron/electron#16363,4097861,1,1,electron/electron,2130,20948,0,62,3,242
electron/electron#16363,4097861,1,1,electron/electron,2130,20948,0,62,3,242
electron/electron#16363,4097861,1,1,electron/electron,2130,20948,0,62,3,242
tensorflow/tensorflow#57091,406534,1,1,tensorflow/tensorflow,2469,133477,76,230,129,30
flutter/flutter#46034,3184235,0,1,flutter/flutter,1868,16819,49,188,1085,596
flutter/flutter#46034,3184235,0,1,flutter/flutter,1868,16819,49,188,1085,596
tensorflow/tensorflow#57639,1221425,1,1,tensorflow/tensorflow,2497,134975,33,236,267,177
flutter/flutter#44471,1532814,1,0,flutter/flutter,1843,16519,70,139,35,360
facebook/react-native#19169,877176,0,1,facebook/react-native,1194,13427,0,206,5,582
facebook/react-native#19169,877176,0,1,facebook/react-native,1194,13427,0,206,5,582
flutter/flutter#116536,1309495,1,0,flutter/flutter,2966,32386,16,171,18,272
electron/electron#14906,11650756,1,1,electron/electron,2029,20249,1,47,25,67
tensorflow/tensorflow#13343,7493,0,0,tensorflow/tensorflow,691,22493,0,117,4524,1
flutter/flutter#111710,414977,0,0,flutter/flutter,2885,31096,0,188,759,328
tensorflow/tensorflow#37304,3625665,1,1,tensorflow/tensorflow,1580,80663,0,241,118,0
vercel/next.js#16215,1050207,1,1,vercel/next.js,1410,6736,0,75,714,0
electron/electron#7365,13912,0,0,electron/electron,1294,12604,0,10,7811,11
flutter/flutter#121483,5537065,1,1,flutter/flutter,3048,33527,35,198,480,374
tensorflow/tensorflow#53848,5625213,1,1,tensorflow/tensorflow,2268,124228,9,170,152,11
nodejs/node#9978,358593,0,1,nodejs/node,2846,15468,1,425,16,160
flutter/flutter#38325,106572,1,1,flutter/flutter,1754,15241,22,122,119,512
flutter/flutter#107335,1207221,1,1,flutter/flutter,2816,29781,0,220,2014,248
microsoft/vscode#79960,4103084,1,0,microsoft/vscode,1384,53789,0,173,100,0
microsoft/vscode#79960,4103084,1,0,microsoft/vscode,1384,53789,0,173,100,0
microsoft/vscode#79960,4103084,1,0,microsoft/vscode,1384,53789,0,173,100,0
flutter/flutter#39124,2871799,1,0,flutter/flutter,1765,15439,236,102,90,66
nodejs/node#36178,2006130,0,1,nodejs/node,4295,32269,582,239,51,350
nodejs/node#8896,279612,0,1,nodejs/node,2786,15026,1,278,14,182
flutter/flutter#44843,53,1,1,flutter/flutter,1848,16562,963,149,208,4
nodejs/node#32438,613328,0,1,nodejs/node,4054,29941,564,324,442,51
tensorflow/tensorflow#17277,34187,1,0,tensorflow/tensorflow,843,29259,116,180,2,0
tensorflow/tensorflow#51475,4210519,1,1,tensorflow/tensorflow,2106,116140,5,155,2112,57
tensorflow/tensorflow#51475,4210519,1,1,tensorflow/tensorflow,2106,116140,5,155,2112,57
flutter/flutter#26438,3891169,1,1,flutter/flutter,1542,12860,61,137,643,18
nodejs/node#41749,235739,1,0,nodejs/node,4731,35486,613,324,8079,8
flutter/flutter#34015,523360,0,0,flutter/flutter,1688,14457,7,113,294,243
facebook/react-native#11117,28478412,0,0,facebook/react-native,665,8613,12,142,89,32
facebook/react-native#11117,28478412,0,0,facebook/react-native,665,8613,12,142,89,32
facebook/react-native#11117,28478412,0,0,facebook/react-native,665,8613,12,142,89,32
tensorflow/tensorflow#36324,494206,1,1,tensorflow/tensorflow,1545,77713,12,239,6,0
facebook/react#3523,110699,0,0,facebook/react,666,4093,0,110,85658,1
nodejs/node#23695,3160211,0,1,nodejs/node,3530,24198,1,213,112,184
tensorflow/tensorflow#30890,268263,1,1,tensorflow/tensorflow,1351,62994,1,276,2,9
nodejs/node#1660,239053,0,0,nodejs/node,2273,11467,0,77,50,43
flutter/flutter#41480,10,1,1,flutter/flutter,1800,15909,802,131,2,4
nodejs/node#4682,5397161,0,0,nodejs/node,2524,12912,47,211,3677,202
nodejs/node#47233,611529,1,0,nodejs/node,5149,38498,11,440,2,105
flutter/flutter#32952,1055213,0,0,flutter/flutter,1668,14216,78,107,489,473
facebook/react-native#10112,6871875,0,1,facebook/react-native,606,7900,2,176,496,47
facebook/react-native#33682,1982422,0,0,facebook/react-native,2639,24522,11,325,40,210
nodejs/node#47339,442714,1,0,nodejs/node,5157,38555,106,431,26730,66
flutter/flutter#87801,1679924,1,1,flutter/flutter,2479,25363,20,161,49,261
tensorflow/tensorflow#55332,1809698,1,1,tensorflow/tensorflow,2328,126879,52,330,67,4
facebook/react-native#15252,11341914,0,0,facebook/react-native,911,11384,0,253,25,72
tensorflow/tensorflow#50884,19356451,0,1,tensorflow/tensorflow,2084,114749,34,173,130,20
flutter/flutter#27345,5317399,0,1,flutter/flutter,1561,13060,66,116,515,0
facebook/react-native#12369,6259837,0,0,facebook/react-native,747,9577,0,154,16,229
facebook/react-native#12369,6259837,0,0,facebook/react-native,747,9577,0,154,16,229
tensorflow/tensorflow#43545,3617705,1,1,tensorflow/tensorflow,1784,96349,25,201,120,13
nodejs/node#32131,4324292,0,1,nodejs/node,4037,29734,7,307,646,411
electron/electron#12954,63549,1,1,electron/electron,1890,19095,52,34,4,4
electron/electron#12954,63549,1,1,electron/electron,1890,19095,52,34,4,4
microsoft/vscode#53931,527432,1,1,microsoft/vscode,970,36760,4,139,9,12
flutter/flutter#102856,395,1,0,flutter/flutter,2746,28642,347,169,206,4
kubernetes/kubernetes#77463,146446,0,0,kubernetes/kubernetes,1794,78090,7,1019,21,405
kubernetes/kubernetes#104832,4210087,1,1,kubernetes/kubernetes,2651,103413,7,1001,129,541
kubernetes/kubernetes#104832,4210087,1,0,kubernetes/kubernetes,2651,103413,7,1001,129,541
kubernetes/kubernetes#104832,4210087,1,1,kubernetes/kubernetes,2651,103413,7,1001,129,541
kubernetes/kubernetes#32363,6333,1,0,kubernetes/kubernetes,826,35324,446,527,15,68
kubernetes/kubernetes#29240,203127,1,0,kubernetes/kubernetes,775,32312,1,434,17,3
kubernetes/kubernetes#29240,203127,1,0,kubernetes/kubernetes,775,32312,1,434,17,3
kubernetes/kubernetes#88041,1197753,0,0,kubernetes/kubernetes,2076,88391,44,922,12650,132
kubernetes/kubernetes#49457,3556983,1,1,kubernetes/kubernetes,1143,51901,23,762,893,282
kubernetes/kubernetes#96834,1833053,1,1,kubernetes/kubernetes,2363,96154,50,871,25,676
kubernetes/kubernetes#60959,9428,1,1,kubernetes/kubernetes,1372,63010,179,1101,107,284
kubernetes/kubernetes#86139,90208130,1,1,kubernetes/kubernetes,2013,86518,0,1083,1397,500
kubernetes/kubernetes#13901,13994501,0,0,kubernetes/kubernetes,464,17557,19,230,1449,208
kubernetes/kubernetes#53449,471816,1,0,kubernetes/kubernetes,1216,55788,431,870,3236,23
kubernetes/kubernetes#22355,217,1,0,kubernetes/kubernetes,635,25948,304,385,652,34
kubernetes/kubernetes#113556,3887015,0,1,kubernetes/kubernetes,3071,111657,1,890,258,536
kubernetes/kubernetes#33080,4383432,1,1,kubernetes/kubernetes,837,35921,35,481,582,120
kubernetes/kubernetes#112950,332609,1,1,kubernetes/kubernetes,3048,111045,7,816,65,539
kubernetes/kubernetes#99424,5342875,0,1,kubernetes/kubernetes,2455,98273,0,1010,60,373
kubernetes/kubernetes#40312,264704,1,1,kubernetes/kubernetes,962,42473,4,599,563,329
kubernetes/kubernetes#95069,1572418,1,1,kubernetes/kubernetes,2303,94557,6,832,2800,45
kubernetes/kubernetes#55172,199907,1,1,kubernetes/kubernetes,1249,57452,1,888,22,6
kubernetes/kubernetes#6195,694031,0,0,kubernetes/kubernetes,297,8391,2,103,474,74
kubernetes/kubernetes#98829,3307839,1,1,kubernetes/kubernetes,2437,97695,177,969,74,59
kubernetes/kubernetes#98829,3307839,1,1,kubernetes/kubernetes,2437,97695,177,969,74,59
kubernetes/kubernetes#98772,678714,0,0,kubernetes/kubernetes,2435,97637,33,976,15,539
kubernetes/kubernetes#109111,8696668,1,1,kubernetes/kubernetes,2853,107576,105,585,33903,693
kubernetes/kubernetes#53328,705577,1,1,kubernetes/kubernetes,1214,55671,3,879,111,242
kubernetes/kubernetes#112373,4533871,1,1,kubernetes/kubernetes,3018,110502,0,818,55,357
kubernetes/kubernetes#113232,13301874,0,1,kubernetes/kubernetes,3059,111373,0,827,3,544
kubernetes/kubernetes#39656,816754,1,0,kubernetes/kubernetes,949,41726,0,642,26,305
kubernetes/kubernetes#102901,564865,1,1,kubernetes/kubernetes,2567,101577,15,1065,73,583
kubernetes/kubernetes#56911,840454,1,1,kubernetes/kubernetes,1280,59105,16,946,16,277
kubernetes/kubernetes#102147,111978,1,1,kubernetes/kubernetes,2539,100837,9,1112,22921,150
kubernetes/kubernetes#105347,3811319,1,1,kubernetes/kubernetes,2672,103929,0,992,507,547
kubernetes/kubernetes#105347,3811319,1,1,kubernetes/kubernetes,2672,103929,0,992,507,547
kubernetes/kubernetes#94125,1605223,1,0,kubernetes/kubernetes,2267,93617,4,1054,12,89
kubernetes/kubernetes#96806,3744281,1,1,kubernetes/kubernetes,2362,96134,1,860,12,346
kubernetes/kubernetes#10753,1563469,1,0,kubernetes/kubernetes,395,13979,0,240,34,17
kubernetes/kubernetes#69209,2395655,1,1,kubernetes/kubernetes,1575,70460,36,1008,3,151
kubernetes/kubernetes#112988,271252,1,0,kubernetes/kubernetes,3049,111070,24,825,10427,301
kubernetes/kubernetes#99999,587131,1,0,kubernetes/kubernetes,2468,99112,7,1019,18,567
kubernetes/kubernetes#71922,1832236,1,1,kubernetes/kubernetes,1648,72865,0,1003,50,397
kubernetes/kubernetes#115453,33805,1,1,kubernetes/kubernetes,3162,113644,5,765,476,726
kubernetes/kubernetes#41410,83181,1,1,kubernetes/kubernetes,984,43731,13,575,9,307
kubernetes/kubernetes#102158,80424,1,1,kubernetes/kubernetes,2539,100854,33,1108,7,559
kubernetes/kubernetes#31652,5206718,1,1,kubernetes/kubernetes,815,34718,5,429,1217,1557
kubernetes/kubernetes#77623,2816173,1,1,kubernetes/kubernetes,1798,78273,257,983,4,43
kubernetes/kubernetes#32351,60191,1,1,kubernetes/kubernetes,826,35309,440,529,78,148
kubernetes/kubernetes#15645,4162589,1,0,kubernetes/kubernetes,495,19364,79,288,27,12
kubernetes/kubernetes#115019,9162574,1,1,kubernetes/kubernetes,3142,113179,30,756,80,161
kubernetes/kubernetes#52616,24066134,0,0,kubernetes/kubernetes,1199,55031,10,865,1761,474
kubernetes/kubernetes#115149,4315065,1,1,kubernetes/kubernetes,3148,113293,3,768,1996,541
kubernetes/kubernetes#45492,1527395,1,0,kubernetes/kubernetes,1067,47810,0,633,15,142
kubernetes/kubernetes#40674,64434866,0,1,kubernetes/kubernetes,969,42868,25,577,660,250
kubernetes/kubernetes#39852,2721478,1,1,kubernetes/kubernetes,952,41941,15,597,629,44
kubernetes/kubernetes#40206,2507236,1,1,kubernetes/kubernetes,959,42347,230,614,273,64
kubernetes/kubernetes#90365,3115092,1,1,kubernetes/kubernetes,2147,90508,5,898,15,163
kubernetes/kubernetes#36245,5234807,1,0,kubernetes/kubernetes,882,38711,15,622,36404,74
kubernetes/kubernetes#96656,13267713,0,1,kubernetes/kubernetes,2357,96062,95,812,2,502
kubernetes/kubernetes#53031,2053637,1,1,kubernetes/kubernetes,1208,55425,261,845,480,196
kubernetes/kubernetes#111339,7533786,1,1,kubernetes/kubernetes,2968,109487,123,794,3,506
kubernetes/kubernetes#111339,7533786,1,1,kubernetes/kubernetes,2968,109487,123,794,3,506
kubernetes/kubernetes#78280,4140269,1,0,kubernetes/kubernetes,1813,78887,0,1023,8,116
kubernetes/kubernetes#110191,1192938,1,1,kubernetes/kubernetes,2909,108439,118,712,484,82
kubernetes/kubernetes#45952,489461,1,1,kubernetes/kubernetes,1076,48349,7,616,38,283
kubernetes/kubernetes#107028,67863,0,0,kubernetes/kubernetes,2748,105581,2,832,6,578
kubernetes/kubernetes#47421,8630170,0,0,kubernetes/kubernetes,1103,49995,0,705,18,124
kubernetes/kubernetes#116968,9677718,1,1,kubernetes/kubernetes,3217,115253,0,768,352,153
kubernetes/kubernetes#98096,884149,1,1,kubernetes/kubernetes,2415,97068,2,937,10,353
kubernetes/kubernetes#32378,116002,1,0,kubernetes/kubernetes,826,35341,24,528,280,91
kubernetes/kubernetes#112914,2717937,1,1,kubernetes/kubernetes,3045,111021,5,809,1756,253
kubernetes/kubernetes#73323,2186873,1,1,kubernetes/kubernetes,1694,73996,13,1005,42,460
kubernetes/kubernetes#73323,2186873,1,1,kubernetes/kubernetes,1694,73996,13,1005,42,460
kubernetes/kubernetes#42576,16430053,0,1,kubernetes/kubernetes,1004,45090,14,592,67,108
kubernetes/kubernetes#63413,26780181,0,0,kubernetes/kubernetes,1427,65117,0,1012,224,313
kubernetes/kubernetes#36603,346800,1,1,kubernetes/kubernetes,888,39129,31,599,37,138
kubernetes/kubernetes#63453,2656851,1,1,kubernetes/kubernetes,1429,65160,0,1015,8,286
kubernetes/kubernetes#63453,2656851,1,1,kubernetes/kubernetes,1429,65160,0,1015,8,286
kubernetes/kubernetes#23267,11791730,0,0,kubernetes/kubernetes,654,26856,103,368,65,53
kubernetes/kubernetes#47436,31861087,0,0,kubernetes/kubernetes,1103,50002,44,713,51,37
kubernetes/kubernetes#98311,588699,1,1,kubernetes/kubernetes,2422,97234,397,940,106,451
kubernetes/kubernetes#108410,154097,1,1,kubernetes/kubernetes,2825,106812,12,609,55,564
kubernetes/kubernetes#103508,277673,1,1,kubernetes/kubernetes,2587,102209,3,1101,22,1124
kubernetes/kubernetes#6959,46057,1,0,kubernetes/kubernetes,315,9413,31,110,2,0
kubernetes/kubernetes#2142,4871,1,0,kubernetes/kubernetes,150,3233,39,41,25,46
kubernetes/kubernetes#54355,6735339,0,1,kubernetes/kubernetes,1234,56636,31,897,2,273
kubernetes/kubernetes#32194,10670,1,0,kubernetes/kubernetes,824,35176,206,508,6,48
kubernetes/kubernetes#98847,3160109,1,1,kubernetes/kubernetes,2438,97714,15,973,108,568
kubernetes/kubernetes#115318,10427518,0,1,kubernetes/kubernetes,3155,113480,6,772,93,536
kubernetes/kubernetes#113160,1674947,1,1,kubernetes/kubernetes,3057,111294,575,814,3,536
kubernetes/kubernetes#93702,2434526,1,1,kubernetes/kubernetes,2252,93397,0,965,6,572
kubernetes/kubernetes#93702,2434526,1,1,kubernetes/kubernetes,2252,93397,0,965,6,572
kubernetes/kubernetes#113503,539589,1,1,kubernetes/kubernetes,3070,111579,92,894,126,541
kubernetes/kubernetes#77314,454187,1,0,kubernetes/kubernetes,1790,77924,128,1024,24,30
kubernetes/kubernetes#22772,88552,1,0,kubernetes/kubernetes,643,26420,17,338,230,3
kubernetes/kubernetes#36050,3240265,1,1,kubernetes/kubernetes,880,38441,1,609,109,347
kubernetes/kubernetes#88866,10107376,0,1,kubernetes/kubernetes,2099,89216,518,950,45,102
kubernetes/kubernetes#110747,11463114,1,0,kubernetes/kubernetes,2939,108951,9,741,42,430
kubernetes/kubernetes#43545,1714681,1,1,kubernetes/kubernetes,1020,45791,8,771,285,105
kubernetes/kubernetes#99519,4839881,1,1,kubernetes/kubernetes,2458,98354,0,1026,2,10
kubernetes/kubernetes#115749,777223,1,1,kubernetes/kubernetes,3175,113882,2,777,71,117
kubernetes/kubernetes#83498,1012094,1,1,kubernetes/kubernetes,1946,83932,57,1068,691,217
kubernetes/kubernetes#110294,1280848,1,1,kubernetes/kubernetes,2915,108563,3,726,106,225
kubernetes/kubernetes#32182,51402,1,0,kubernetes/kubernetes,824,35164,523,509,176,98
kubernetes/kubernetes#87863,91658603,0,1,kubernetes/kubernetes,2070,88165,0,954,67,156
kubernetes/kubernetes#32515,7166,1,0,kubernetes/kubernetes,829,35509,322,466,1,183
kubernetes/kubernetes#113916,9683249,1,0,kubernetes/kubernetes,3084,112193,15,833,56,63
kubernetes/kubernetes#54215,1950548,1,1,kubernetes/kubernetes,1231,56491,0,890,9,140
kubernetes/kubernetes#35805,4596344,1,1,kubernetes/kubernetes,875,38183,4,601,353,283
kubernetes/kubernetes#42546,34009585,0,0,kubernetes/kubernetes,1003,45072,0,586,4,20
kubernetes/kubernetes#4780,1122556,1,0,kubernetes/kubernetes,263,6600,9,90,36,41
kubernetes/kubernetes#57578,12440240,0,1,kubernetes/kubernetes,1296,59721,14,909,486,181
kubernetes/kubernetes#32275,11599,1,1,kubernetes/kubernetes,825,35256,586,517,38,79
kubernetes/kubernetes#73202,76688,1,1,kubernetes/kubernetes,1692,73876,985,990,15,0
kubernetes/kubernetes#104101,135082,0,0,kubernetes/kubernetes,2615,102729,51,1104,51,465
kubernetes/kubernetes#115363,1732767,1,1,kubernetes/kubernetes,3157,113534,121,762,25,536
kubernetes/kubernetes#23756,1139230,1,0,kubernetes/kubernetes,665,27219,422,385,39,26
kubernetes/kubernetes#110937,1899068,0,0,kubernetes/kubernetes,2950,109087,62,759,8,543
kubernetes/kubernetes#115471,321111,0,1,kubernetes/kubernetes,3163,113672,0,765,6,550
kubernetes/kubernetes#49142,4020583,1,1,kubernetes/kubernetes,1138,51573,0,749,485,81
kubernetes/kubernetes#105935,1366674,0,1,kubernetes/kubernetes,2700,104475,6,937,43,545
kubernetes/kubernetes#101960,1230459,1,0,kubernetes/kubernetes,2533,100681,80,1097,59,354
kubernetes/kubernetes#61592,21515296,0,1,kubernetes/kubernetes,1386,63474,0,1132,8,348
kubernetes/kubernetes#47579,718680,1,0,kubernetes/kubernetes,1105,50123,22,730,57,70
kubernetes/kubernetes#54144,102444,0,0,kubernetes/kubernetes,1230,56422,17,889,41,85
kubernetes/kubernetes#98262,11288370,0,1,kubernetes/kubernetes,2421,97203,3,935,0,53
kubernetes/kubernetes#77751,414810,1,1,kubernetes/kubernetes,1799,78376,1,1007,22,422
kubernetes/kubernetes#115399,6163143,1,1,kubernetes/kubernetes,3160,113560,0,766,10,599
kubernetes/kubernetes#111634,18973059,1,0,kubernetes/kubernetes,2979,109813,0,826,2,548
kubernetes/kubernetes#35806,683059,1,1,kubernetes/kubernetes,875,38184,1,601,1816,127
kubernetes/kubernetes#36492,397208,1,1,kubernetes/kubernetes,887,39033,2,588,36,76
kubernetes/kubernetes#55728,1130301,1,1,kubernetes/kubernetes,1257,57998,1,891,585,285
kubernetes/kubernetes#110193,16207339,0,1,kubernetes/kubernetes,2909,108440,0,712,64,563
kubernetes/kubernetes#106553,1027324,1,1,kubernetes/kubernetes,2723,105264,424,847,5,44
kubernetes/kubernetes#82100,1122671,0,0,kubernetes/kubernetes,1909,82725,23,1082,4,563
kubernetes/kubernetes#102275,1444191,0,1,kubernetes/kubernetes,2545,100998,3,1093,3313,359
kubernetes/kubernetes#44950,1615039,1,1,kubernetes/kubernetes,1055,47268,104,623,8,45
kubernetes/kubernetes#55026,2266202,1,1,kubernetes/kubernetes,1245,57301,99,894,27,182
kubernetes/kubernetes#89870,770031,1,1,kubernetes/kubernetes,2130,90063,0,944,7,554
kubernetes/kubernetes#31828,770282,1,0,kubernetes/kubernetes,817,34850,22,458,92,89
kubernetes/kubernetes#29284,586363,1,0,kubernetes/kubernetes,775,32345,122,442,53,7
kubernetes/kubernetes#67403,19898376,0,1,kubernetes/kubernetes,1530,68776,0,997,10,93
kubernetes/kubernetes#69878,1948621,1,1,kubernetes/kubernetes,1593,71057,1,972,621,358
kubernetes/kubernetes#99195,495637,1,1,kubernetes/kubernetes,2449,98066,68,991,14,121
kubernetes/kubernetes#85412,1276219,1,1,kubernetes/kubernetes,1991,85962,0,1058,15,207
kubernetes/kubernetes#89251,2164631,0,1,kubernetes/kubernetes,2113,89530,2,938,75,282
kubernetes/kubernetes#111620,172614,1,0,kubernetes/kubernetes,2979,109796,48,823,5736,495
kubernetes/kubernetes#64930,6980046,0,1,kubernetes/kubernetes,1463,66712,0,990,386,26
kubernetes/kubernetes#46743,657086,1,1,kubernetes/kubernetes,1091,49334,279,658,18,48
kubernetes/kubernetes#55218,5086302,1,0,kubernetes/kubernetes,1250,57515,23,867,123,198
kubernetes/kubernetes#51660,805143,1,1,kubernetes/kubernetes,1181,54167,2,817,65,185
kubernetes/kubernetes#75547,1116736,1,1,kubernetes/kubernetes,1749,76332,1,974,78,23
kubernetes/kubernetes#84335,1771981,1,1,kubernetes/kubernetes,1967,84780,22,1036,35,596
kubernetes/kubernetes#87455,302064,1,1,kubernetes/kubernetes,2056,87795,0,975,40,507
kubernetes/kubernetes#105159,229082,1,1,kubernetes/kubernetes,2664,103774,9,1003,51,549
kubernetes/kubernetes#34700,868523,0,0,kubernetes/kubernetes,860,37214,1,526,62,124
kubernetes/kubernetes#100540,21539,1,0,kubernetes/kubernetes,2483,99568,7,1067,3,144
kubernetes/kubernetes#102354,4695901,1,1,kubernetes/kubernetes,2546,101072,222,1093,330,0
kubernetes/kubernetes#61130,1295443,0,1,kubernetes/kubernetes,1376,63131,0,1167,6,226
kubernetes/kubernetes#8740,440953,1,0,kubernetes/kubernetes,351,11618,252,142,855,81
kubernetes/kubernetes#91145,1071456,1,1,kubernetes/kubernetes,2170,91127,19,939,57,552
kubernetes/kubernetes#113422,420637,1,1,kubernetes/kubernetes,3066,111508,4,882,85,42
kubernetes/kubernetes#80024,732483,1,1,kubernetes/kubernetes,1861,80625,5,1080,33,103
kubernetes/kubernetes#80176,612817,1,1,kubernetes/kubernetes,1865,80776,2,1075,94,30
kubernetes/kubernetes#96828,39970901,1,1,kubernetes/kubernetes,2363,96150,0,868,2,285
kubernetes/kubernetes#88615,349841,0,0,kubernetes/kubernetes,2092,88931,30,937,16,522
kubernetes/kubernetes#57262,1010958,0,0,kubernetes/kubernetes,1289,59329,28,989,24,247
kubernetes/kubernetes#113161,17991794,0,0,kubernetes/kubernetes,3057,111294,111,815,25,92
kubernetes/kubernetes#96907,318792,1,1,kubernetes/kubernetes,2366,96183,15,898,2,126
kubernetes/kubernetes#89883,21101168,0,1,kubernetes/kubernetes,2131,90066,0,947,4,248
kubernetes/kubernetes#57194,4737819,1,1,kubernetes/kubernetes,1287,59251,13,1013,353,116
kubernetes/kubernetes#67778,6020747,1,1,kubernetes/kubernetes,1539,69207,9,959,3,29
